"Currituck County, NC",37053,"Camden County, NC",37029
,,"Currituck County, NC",37053
,,"Dare County, NC",37055
,,"Tyrrell County, NC",37177
,,"Chesapeake city, VA",51550
,,"Virginia Beach city, VA",51810
"Dare County, NC",37055,"Currituck County, NC",37053
,,"Dare County, NC",37055
,,"Hyde County, NC",37095
,,"Tyrrell County, NC",37177
"Davidson County, NC",37057,"Davidson County, NC",37057
,,"Davie County, NC",37059
,,"Forsyth County, NC",37067
,,"Guilford County, NC",37081
,,"Montgomery County, NC",37123
,,"Randolph County, NC",37151
,,"Rowan County, NC",37159
,,"Stanly County, NC",37167
"Davie County, NC",37059,"Davidson County, NC",37057
,,"Davie County, NC",37059
,,"Forsyth County, NC",37067
,,"Iredell County, NC",37097
,,"Rowan County, NC",37159
,,"Yadkin County, NC",37197
"Duplin County, NC",37061,"Duplin County, NC",37061
,,"Jones County, NC",37103
,,"Lenoir County, NC",37107
,,"Onslow County, NC",37133
,,"Pender County, NC",37141
,,"Sampson County, NC",37163
,,"Wayne County, NC",37191
"Durham County, NC",37063,"Chatham County, NC",37037
,,"Durham County, NC",37063
,,"Granville County, NC",37077
,,"Orange County, NC",37135
,,"Person County, NC",37145
,,"Wake County, NC",37183
"Edgecombe County, NC",37065,"Edgecombe County, NC",37065
,,"Halifax County, NC",37083
,,"Martin County, NC",37117
,,"Nash County, NC",37127
,,"Pitt County, NC",37147
,,"Wilson County, NC",37195
"Forsyth County, NC",37067,"Davidson County, NC",37057
,,"Davie County, NC",37059
,,"Forsyth County, NC",37067
,,"Guilford County, NC",37081
,,"Rockingham County, NC",37157
,,"Stokes County, NC",37169
,,"Surry County, NC",37171
,,"Yadkin County, NC",37197
"Franklin County, NC",37069,"Franklin County, NC",37069
,,"Granville County, NC",37077
,,"Halifax County, NC",37083
,,"Johnston County, NC",37101
,,"Nash County, NC",37127
,,"Vance County, NC",37181
,,"Wake County, NC",37183
,,"Warren County, NC",37185
"Gaston County, NC",37071,"Cleveland County, NC",37045
,,"Gaston County, NC",37071
,,"Lincoln County, NC",37109
,,"Mecklenburg County, NC",37119
,,"York County, SC",45091
"Gates County, NC",37073,"Camden County, NC",37029
,,"Chowan County, NC",37041
,,"Gates County, NC",37073
,,"Hertford County, NC",37091
,,"Pasquotank County, NC",37139
,,"Perquimans County, NC",37143
,,"Southampton County, VA",51175
,,"Suffolk city, VA",51800
"Graham County, NC",37075,"Cherokee County, NC",37039
,,"Graham County, NC",37075
,,"Macon County, NC",37113
,,"Swain County, NC",37173
,,"Blount County, TN",47009
,,"Monroe County, TN",47123
"Granville County, NC",37077,"Durham County, NC",37063
,,"Franklin County, NC",37069
,,"Granville County, NC",37077
,,"Person County, NC",37145
,,"Vance County, NC",37181
,,"Wake County, NC",37183
,,"Halifax County, VA",51083
,,"Mecklenburg County, VA",51117
"Greene County, NC",37079,"Greene County, NC",37079
,,"Lenoir County, NC",37107
,,"Pitt County, NC",37147
,,"Wayne County, NC",37191
,,"Wilson County, NC",37195
"Guilford County, NC",37081,"Alamance County, NC",37001
,,"Davidson County, NC",37057
,,"Forsyth County, NC",37067
,,"Guilford County, NC",37081
,,"Randolph County, NC",37151
,,"Rockingham County, NC",37157
,,"Stokes County, NC",37169
"Halifax County, NC",37083,"Bertie County, NC",37015
,,"Edgecombe County, NC",37065
,,"Franklin County, NC",37069
,,"Halifax County, NC",37083
,,"Martin County, NC",37117
,,"Nash County, NC",37127
,,"Northampton County, NC",37131
,,"Warren County, NC",37185
"Harnett County, NC",37085,"Chatham County, NC",37037
,,"Cumberland County, NC",37051
,,"Harnett County, NC",37085
,,"Johnston County, NC",37101
,,"Lee County, NC",37105
,,"Moore County, NC",37125
,,"Sampson County, NC",37163
,,"Wake County, NC",37183
"Haywood County, NC",37087,"Buncombe County, NC",37021
,,"Haywood County, NC",37087
,,"Henderson County, NC",37089
,,"Jackson County, NC",37099
,,"Madison County, NC",37115
,,"Swain County, NC",37173
,,"Transylvania County, NC",37175
,,"Cocke County, TN",47029
,,"Sevier County, TN",47155
"Henderson County, NC",37089,"Buncombe County, NC",37021
,,"Haywood County, NC",37087
,,"Henderson County, NC",37089
,,"Polk County, NC",37149
,,"Rutherford County, NC",37161
,,"Transylvania County, NC",37175
,,"Greenville County, SC",45045
"Hertford County, NC",37091,"Bertie County, NC",37015
,,"Chowan County, NC",37041
,,"Gates County, NC",37073
,,"Hertford County, NC",37091
,,"Northampton County, NC",37131
,,"Southampton County, VA",51175
"Hoke County, NC",37093,"Cumberland County, NC",37051
,,"Hoke County, NC",37093
,,"Moore County, NC",37125
,,"Richmond County, NC",37153
,,"Robeson County, NC",37155
,,"Scotland County, NC",37165
"Hyde County, NC",37095,"Beaufort County, NC",37013
,,"Carteret County, NC",37031
,,"Dare County, NC",37055
,,"Hyde County, NC",37095
,,"Pamlico County, NC",37137
,,"Tyrrell County, NC",37177
,,"Washington County, NC",37187
"Iredell County, NC",37097,"Alexander County, NC",37003
,,"Cabarrus County, NC",37025
,,"Catawba County, NC",37035
,,"Davie County, NC",37059
,,"Iredell County, NC",37097
,,"Lincoln County, NC",37109
,,"Mecklenburg County, NC",37119
,,"Rowan County, NC",37159
,,"Wilkes County, NC",37193
,,"Yadkin County, NC",37197
"Jackson County, NC",37099,"Rabun County, GA",13241
,,"Haywood County, NC",37087
,,"Jackson County, NC",37099
,,"Macon County, NC",37113
,,"Swain County, NC",37173
,,"Transylvania County, NC",37175
,,"Oconee County, SC",45073
"Johnston County, NC",37101,"Franklin County, NC",37069
,,"Harnett County, NC",37085
,,"Johnston County, NC",37101
,,"Nash County, NC",37127
,,"Sampson County, NC",37163
,,"Wake County, NC",37183
,,"Wayne County, NC",37191
,,"Wilson County, NC",37195
"Jones County, NC",37103,"Carteret County, NC",37031
,,"Craven County, NC",37049
,,"Duplin County, NC",37061
,,"Jones County, NC",37103
,,"Lenoir County, NC",37107
,,"Onslow County, NC",37133
"Lee County, NC",37105,"Chatham County, NC",37037
,,"Harnett County, NC",37085
,,"Lee County, NC",37105
,,"Moore County, NC",37125
"Lenoir County, NC",37107,"Craven County, NC",37049
,,"Duplin County, NC",37061
,,"Greene County, NC",37079
,,"Jones County, NC",37103
,,"Lenoir County, NC",37107
,,"Pitt County, NC",37147
,,"Wayne County, NC",37191
"Lincoln County, NC",37109,"Burke County, NC",37023
,,"Catawba County, NC",37035
,,"Cleveland County, NC",37045
,,"Gaston County, NC",37071
,,"Iredell County, NC",37097
,,"Lincoln County, NC",37109
,,"Mecklenburg County, NC",37119
"McDowell County, NC",37111,"Avery County, NC",37011
,,"Buncombe County, NC",37021
,,"Burke County, NC",37023
,,"McDowell County, NC",37111
,,"Mitchell County, NC",37121
,,"Rutherford County, NC",37161
,,"Yancey County, NC",37199
"Macon County, NC",37113,"Rabun County, GA",13241
,,"Cherokee County, NC",37039
,,"Clay County, NC",37043
,,"Graham County, NC",37075
,,"Jackson County, NC",37099
,,"Macon County, NC",37113
,,"Swain County, NC",37173
,,"Oconee County, SC",45073
"Madison County, NC",37115,"Buncombe County, NC",37021
,,"Haywood County, NC",37087
,,"Madison County, NC",37115
,,"Yancey County, NC",37199
,,"Cocke County, TN",47029
,,"Greene County, TN",47059
,,"Unicoi County, TN",47171
"Martin County, NC",37117,"Beaufort County, NC",37013
,,"Bertie County, NC",37015
,,"Edgecombe County, NC",37065
,,"Halifax County, NC",37083
,,"Martin County, NC",37117
,,"Pitt County, NC",37147
,,"Washington County, NC",37187
"Mecklenburg County, NC",37119,"Cabarrus County, NC",37025
,,"Gaston County, NC",37071
,,"Iredell County, NC",37097
,,"Lincoln County, NC",37109
,,"Mecklenburg County, NC",37119
,,"Union County, NC",37179
,,"Lancaster County, SC",45057
,,"York County, SC",45091
"Mitchell County, NC",37121,"Avery County, NC",37011
,,"McDowell County, NC",37111
,,"Mitchell County, NC",37121
,,"Yancey County, NC",37199
,,"Carter County, TN",47019
,,"Unicoi County, TN",47171
"Montgomery County, NC",37123,"Anson County, NC",37007
,,"Davidson County, NC",37057
,,"Montgomery County, NC",37123
,,"Moore County, NC",37125
,,"Randolph County, NC",37151
,,"Richmond County, NC",37153
,,"Rowan County, NC",37159
,,"Stanly County, NC",37167
"Moore County, NC",37125,"Chatham County, NC",37037
,,"Cumberland County, NC",37051
,,"Harnett County, NC",37085
,,"Hoke County, NC",37093
,,"Lee County, NC",37105
,,"Montgomery County, NC",37123
,,"Moore County, NC",37125
,,"Randolph County, NC",37151
,,"Richmond County, NC",37153
,,"Scotland County, NC",37165
"Nash County, NC",37127,"Edgecombe County, NC",37065
,,"Franklin County, NC",37069
,,"Halifax County, NC",37083
,,"Johnston County, NC",37101
,,"Nash County, NC",37127
,,"Wake County, NC",37183
,,"Warren County, NC",37185
,,"Wilson County, NC",37195
"New Hanover County, NC",37129,"Brunswick County, NC",37019
,,"New Hanover County, NC",37129
,,"Pender County, NC",37141
"Northampton County, NC",37131,"Bertie County, NC",37015
,,"Halifax County, NC",37083
,,"Hertford County, NC",37091
,,"Northampton County, NC",37131
,,"Warren County, NC",37185
,,"Brunswick County, VA",51025
,,"Greensville County, VA",51081
,,"Southampton County, VA",51175
"Onslow County, NC",37133,"Carteret County, NC",37031
,,"Duplin County, NC",37061
,,"Jones County, NC",37103
,,"Onslow County, NC",37133
,,"Pender County, NC",37141
"Orange County, NC",37135,"Alamance County, NC",37001
,,"Caswell County, NC",37033
,,"Chatham County, NC",37037
,,"Durham County, NC",37063
,,"Orange County, NC",37135
,,"Person County, NC",37145
"Pamlico County, NC",37137,"Beaufort County, NC",37013
,,"Carteret County, NC",37031
,,"Craven County, NC",37049
,,"Hyde County, NC",37095
,,"Pamlico County, NC",37137
"Pasquotank County, NC",37139,"Camden County, NC",37029
,,"Gates County, NC",37073
,,"Pasquotank County, NC",37139
,,"Perquimans County, NC",37143
,,"Tyrrell County, NC",37177
"Pender County, NC",37141,"Bladen County, NC",37017
,,"Brunswick County, NC",37019
,,"Columbus County, NC",37047
,,"Duplin County, NC",37061
,,"New Hanover County, NC",37129
,,"Onslow County, NC",37133
,,"Pender County, NC",37141
,,"Sampson County, NC",37163
"Perquimans County, NC",37143,"Chowan County, NC",37041
,,"Gates County, NC",37073
,,"Pasquotank County, NC",37139
,,"Perquimans County, NC",37143
,,"Tyrrell County, NC",37177
,,"Washington County, NC",37187
"Person County, NC",37145,"Caswell County, NC",37033
,,"Durham County, NC",37063
,,"Granville County, NC",37077
,,"Orange County, NC",37135
,,"Person County, NC",37145
,,"Halifax County, VA",51083
"Pitt County, NC",37147,"Beaufort County, NC",37013
,,"Craven County, NC",37049
,,"Edgecombe County, NC",37065
,,"Greene County, NC",37079
,,"Lenoir County, NC",37107
,,"Martin County, NC",37117
,,"Pitt County, NC",37147
,,"Wilson County, NC",37195
"Polk County, NC",37149,"Henderson County, NC",37089
,,"Polk County, NC",37149
,,"Rutherford County, NC",37161
,,"Greenville County, SC",45045
,,"Spartanburg County, SC",45083
"Randolph County, NC",37151,"Alamance County, NC",37001
,,"Chatham County, NC",37037
,,"Davidson County, NC",37057
,,"Guilford County, NC",37081
,,"Montgomery County, NC",37123
,,"Moore County, NC",37125
,,"Randolph County, NC",37151
"Richmond County, NC",37153,"Anson County, NC",37007
,,"Hoke County, NC",37093
,,"Montgomery County, NC",37123
,,"Moore County, NC",37125
,,"Richmond County, NC",37153
,,"Scotland County, NC",37165
,,"Stanly County, NC",37167
,,"Chesterfield County, SC",45025
,,"Marlboro County, SC",45069
"Robeson County, NC",37155,"Bladen County, NC",37017
,,"Columbus County, NC",37047
,,"Cumberland County, NC",37051
,,"Hoke County, NC",37093
,,"Robeson County, NC",37155
,,"Scotland County, NC",37165
,,"Dillon County, SC",45033
,,"Horry County, SC",45051
,,"Marlboro County, SC",45069
"Rockingham County, NC",37157,"Alamance County, NC",37001
,,"Caswell County, NC",37033
,,"Forsyth County, NC",37067
,,"Guilford County, NC",37081
,,"Rockingham County, NC",37157
,,"Stokes County, NC",37169
,,"Henry County, VA",51089
,,"Pittsylvania County, VA",51143
"Rowan County, NC",37159,"Cabarrus County, NC",37025
,,"Davidson County, NC",37057
,,"Davie County, NC",37059
,,"Iredell County, NC",37097
,,"Montgomery County, NC",37123
,,"Rowan County, NC",37159
,,"Stanly County, NC",37167
"Rutherford County, NC",37161,"Buncombe County, NC",37021
,,"Burke County, NC",37023
,,"Cleveland County, NC",37045
,,"Henderson County, NC",37089
,,"McDowell County, NC",37111
,,"Polk County, NC",37149
,,"Rutherford County, NC",37161
,,"Cherokee County, SC",45021
,,"Spartanburg County, SC",45083
"Sampson County, NC",37163,"Bladen County, NC",37017
,,"Cumberland County, NC",37051
,,"Duplin County, NC",37061
,,"Harnett County, NC",37085
,,"Johnston County, NC",37101
,,"Pender County, NC",37141
,,"Sampson County, NC",37163
,,"Wayne County, NC",37191
"Scotland County, NC",37165,"Hoke County, NC",37093
,,"Moore County, NC",37125
,,"Richmond County, NC",37153
,,"Robeson County, NC",37155
,,"Scotland County, NC",37165
,,"Marlboro County, SC",45069
"Stanly County, NC",37167,"Anson County, NC",37007
,,"Cabarrus County, NC",37025
,,"Davidson County, NC",37057
,,"Montgomery County, NC",37123
,,"Richmond County, NC",37153
,,"Rowan County, NC",37159
,,"Stanly County, NC",37167
,,"Union County, NC",37179
"Stokes County, NC",37169,"Forsyth County, NC",37067
,,"Guilford County, NC",37081
,,"Rockingham County, NC",37157
,,"Stokes County, NC",37169
,,"Surry County, NC",37171
,,"Henry County, VA",51089
,,"Patrick County, VA",51141
"Surry County, NC",37171,"Alleghany County, NC",37005
,,"Forsyth County, NC",37067
,,"Stokes County, NC",37169
,,"Surry County, NC",37171
,,"Wilkes County, NC",37193
,,"Yadkin County, NC",37197
,,"Carroll County, VA",51035
,,"Grayson County, VA",51077
,,"Patrick County, VA",51141
"Swain County, NC",37173,"Graham County, NC",37075
,,"Haywood County, NC",37087
,,"Jackson County, NC",37099
,,"Macon County, NC",37113
,,"Swain County, NC",37173
,,"Blount County, TN",47009
,,"Sevier County, TN",47155
"Transylvania County, NC",37175,"Haywood County, NC",37087
,,"Henderson County, NC",37089
,,"Jackson County, NC",37099
,,"Transylvania County, NC",37175
,,"Greenville County, SC",45045
,,"Oconee County, SC",45073
,,"Pickens County, SC",45077
"Tyrrell County, NC",37177,"Camden County, NC",37029
,,"Currituck County, NC",37053
,,"Dare County, NC",37055
,,"Hyde County, NC",37095
,,"Pasquotank County, NC",37139
,,"Perquimans County, NC",37143
,,"Tyrrell County, NC",37177
,,"Washington County, NC",37187
"Union County, NC",37179,"Anson County, NC",37007
,,"Cabarrus County, NC",37025
,,"Mecklenburg County, NC",37119
,,"Stanly County, NC",37167
,,"Union County, NC",37179
,,"Chesterfield County, SC",45025
,,"Lancaster County, SC",45057
"Vance County, NC",37181,"Franklin County, NC",37069
,,"Granville County, NC",37077
,,"Vance County, NC",37181
,,"Warren County, NC",37185
,,"Mecklenburg County, VA",51117
"Wake County, NC",37183,"Chatham County, NC",37037
,,"Durham County, NC",37063
,,"Franklin County, NC",37069
,,"Granville County, NC",37077
,,"Harnett County, NC",37085
,,"Johnston County, NC",37101
,,"Nash County, NC",37127
,,"Wake County, NC",37183
"Warren County, NC",37185,"Franklin County, NC",37069
,,"Halifax County, NC",37083
,,"Nash County, NC",37127
,,"Northampton County, NC",37131
,,"Vance County, NC",37181
,,"Warren County, NC",37185
,,"Brunswick County, VA",51025
,,"Mecklenburg County, VA",51117
"Washington County, NC",37187,"Beaufort County, NC",37013
,,"Bertie County, NC",37015
,,"Chowan County, NC",37041
,,"Hyde County, NC",37095
,,"Martin County, NC",37117
,,"Perquimans County, NC",37143
,,"Tyrrell County, NC",37177
,,"Washington County, NC",37187
"Watauga County, NC",37189,"Ashe County, NC",37009
,,"Avery County, NC",37011
,,"Caldwell County, NC",37027
,,"Watauga County, NC",37189
,,"Wilkes County, NC",37193
,,"Johnson County, TN",47091
"Wayne County, NC",37191,"Duplin County, NC",37061
,,"Greene County, NC",37079
,,"Johnston County, NC",37101
,,"Lenoir County, NC",37107
,,"Sampson County, NC",37163
,,"Wayne County, NC",37191
,,"Wilson County, NC",37195
"Wilkes County, NC",37193,"Alexander County, NC",37003
,,"Alleghany County, NC",37005
,,"Ashe County, NC",37009
,,"Caldwell County, NC",37027
,,"Iredell County, NC",37097
,,"Surry County, NC",37171
,,"Watauga County, NC",37189
,,"Wilkes County, NC",37193
,,"Yadkin County, NC",37197
"Wilson County, NC",37195,"Edgecombe County, NC",37065
,,"Greene County, NC",37079
,,"Johnston County, NC",37101
,,"Nash County, NC",37127
,,"Pitt County, NC",37147
,,"Wayne County, NC",37191
,,"Wilson County, NC",37195
"Yadkin County, NC",37197,"Davie County, NC",37059
,,"Forsyth County, NC",37067
,,"Iredell County, NC",37097
,,"Surry County, NC",37171
,,"Wilkes County, NC",37193
,,"Yadkin County, NC",37197
"Yancey County, NC",37199,"Buncombe County, NC",37021
,,"McDowell County, NC",37111
,,"Madison County, NC",37115
,,"Mitchell County, NC",37121
,,"Yancey County, NC",37199
,,"Unicoi County, TN",47171
